Intensity,R,G,B
0.003418759692429829,0,0,0.0049899758263284195
0.005745238859209488,0.00013758819721835028,0.000025081245972017967,0.0055825694160191175
0.0068890715878273945,0.00172192309077902,0,0.005212044026826977
0.004700069153104849,0.0017486180798036988,0,0.0031455409462374344
0.006832181858016824,0.0034559497493384245,0,0.0033785993868327667
0.005990770953991038,0.0033735099821295862,2.7994470692472347e-7,0.0026169810271545295
0.006388780490118574,0.0035266585504227094,0.00001725951327287813,0.002844862426423001
0.006379532732914146,0.0030985966562959363,0.00002339975129459309,0.003257536325323624
0.005989700280729038,0.0029002379795151217,0,0.0031143747990396466
0.008629659615777406,0.004354492196586568,0,0.00430817197712589
0.010331336097861507,0.005182008772070867,0,0.005174606723094791
0.01235734017535025,0.006135194435507606,0,0.006297317584342588
0.012940239808275404,0.006155524195673178,0.000017810776987860872,0.0067669048356143804
0.012699639292968995,0.005528863536207632,0,0.007187093159133434
0.01351524498562491,0.0057388343927410115,0.000055344395624374926,0.007721066197259523
0.011502961497242982,0.004761991910328396,0,0.006838930112532119
0.012559163033397075,0.005556975052242889,0,0.007049643832440878
0.013662848473129909,0.006522803294261827,0,0.007194815770111274
0.013423562850707643,0.006311818947879678,0,0.007178705999775409
0.013026407347377776,0.005861799095443765,0,0.0072920254219845625
0.010874704945231392,0.004700591218142657,0,0.006175289977758045
0.01402506069966887,0.0065069986719931625,0.00002010517805474174,0.007497956849620964
0.015336850740082779,0.007346851374470095,0,0.008010602206841631
0.015397365909708811,0.007261241176626212,0,0.008261714457089692
0.015599132884893327,0.007076848690279466,0,0.008530916422236565
0.015260387640771943,0.006431277691935956,0.00004246183815023525,0.008786648110685743
0.016369264658449456,0.006856585463026647,0,0.009516889931882759
0.018920995838411794,0.008111557709480171,0,0.010860341880125232
0.016402632131933187,0.006865590518902214,0,0.00958299914837732
0.01606562492495192,0.006947952073546617,0.0000031903245969641366,0.00911448252680835
0.013572636301134894,0.006225908804180214,0,0.007455060105243185
0.01419089483353965,0.00664173338904317,0,0.007647749262409256
0.015351056133044307,0.007139183178817569,0,0.008249678489161458
0.01492259142917373,0.006166516872957401,0,0.008857902816450488
0.016076910644272337,0.006422584021607343,0,0.009679096255496494
0.015947099926354617,0.006514512683896492,0,0.009523650590974871
0.017803116905331484,0.007608634047843496,0.000028304383004990264,0.010166178474482992
0.017161268444654446,0.00746105970105361,0.00003387878370032899,0.009666329959900494
0.015144989091161867,0.006499559981214355,0,0.00867248737728082
0.016293378377551522,0.007055544932020499,0,0.009269342767889857
0.015990710956992185,0.00641436631243263,0,0.009590176262421354
0.015934591040513438,0.0066110528981271205,0,0.009324540106837389
0.016549058892613253,0.007227954833307081,0,0.009326565009933035
0.016529153366883154,0.0072144807716350845,0.00005291202760688191,0.009261760567641192
0.017378229210641895,0.00751106985926207,0,0.009875524576771303
0.016595633152529043,0.007008124651542151,0.00003219146980466646,0.009555317031182228
0.018138618633951657,0.007808773873770419,0.000047414138361264954,0.010282430621819976
0.01603466897401641,0.006957109414036836,0.000009090337121724548,0.00906846922285785
0.01608447154665523,0.007510536834060978,0,0.00859262130244121
0.016946095892114994,0.008466753371270157,0.0000308316458522127,0.00844851087499262
0.01773293691261668,0.008748285994167472,0,0.009009444525854456
0.01842840442686622,0.008306376828420229,0,0.010129326489204395
0.019472832310316615,0.008083040686796703,0,0.011396511138808702
0.01937032099297379,0.0076737249412697495,0.00007750217222029779,0.011619093879483764
0.02002212133360385,0.008221116325761387,0.00003376140463804601,0.011767243603204438
0.01851651088923411,0.007866119439608046,0,0.010656242348969891
0.019225550988790203,0.008591975729239788,0.00003618495243629203,0.010597390307114126
0.01805411352309358,0.008315810692028459,0.00003896030699805429,0.009699342524067062
0.017469579319590277,0.008398810804805031,0.000023341330454860638,0.009047427184330372
0.017700249111122245,0.008825440700037542,0.000010132026391840187,0.008864676384692868
0.015815365406821498,0.007889634422175,0.000013708963031272367,0.007912022021615232
0.016123486800988504,0.007813735195358495,0.00000482568986159795,0.00830492591576842
0.01781167810345507,0.00838239553857558,0.00002723389808131083,0.009402048666798172
0.017074492038010328,0.00793780279418474,0,0.0091933304185738
0.018832267590468806,0.008809495961389115,0.0000057639076631956675,0.010017007721416494
0.017972870704153925,0.008548506204906083,0.000006028180496723867,0.00941833631875111
0.01890787636580983,0.009137190781893605,0.00006396879677897282,0.009706716787137254
0.02029465447344972,0.009704490108239094,0.000021746302715445245,0.010568418062495191
0.0205118050160214,0.009672359279413852,0,0.010872853323653552
0.02291040620306363,0.010547451676593614,0,0.012390611069495787
0.021755320187302682,0.009644473934079696,0,0.012172437863514303
0.022075391383862636,0.009619324412169172,0,0.012479239653729952
0.021490156836525755,0.009464007760503164,0.00000710751822509955,0.012019041557797492
0.019463822174591847,0.00844195173875461,0,0.01106489515639477
