Intensity,R,G,B
0.0004037210872166047,0,0,0.0035255024212733008
0.0018050198218436328,0,0,0.0035524098343208826
0.001857485892516872,0,0,0.0028030780085757205
0.0022348362200147603,0.00017692512956908948,0,0.0026970658758842456
0.006420314739773128,0.0021681016092243086,0,0.004457427555645037
0.003339111828218576,0.0006957125661230246,0,0.002971271350333194
0.002191220198540185,0.000014179962929655732,0,0.002517057726925103
0.0037502888911305,0,0,0.0042755152055487
0.005839303518918926,0.00021030127334147053,0,0.005966501879026333
0.007494765924831684,0.001063408196559281,0,0.006728673107428102
0.008133577782629409,0.0018554733106477053,0,0.006617703809816498
0.010328307289280449,0.003299159460321749,0,0.007169218610706414
0.009740596648781998,0.003007365563966958,0,0.007002640238985461
0.008846693922418235,0.0029773790732523404,0,0.006504429546914707
0.01172216324141332,0.004584159799921047,0,0.007279522070655884
0.009141857421005907,0.00336370939052006,0,0.006070714879069475
0.011717433117222412,0.003869628616560209,0,0.008157546210899046
0.011697857363848145,0.003008421131882339,0,0.009044090217329171
0.011384112444161515,0.0027487174071458634,0,0.009047595268855716
0.010896388158300095,0.002791484813734743,0,0.008459618115392545
0.010441077483111974,0.002306810761637624,0,0.008548884539934737
0.012544636164706684,0.0035801129644882253,0,0.009097215771254498
0.011010479674145618,0.003416861431254855,0,0.007793222231223314
0.008298088481189174,0.002632131354239224,0,0.006245436902161096
0.011083626204685428,0.0036369666554662526,0,0.007675144468649628
0.008869972532516743,0.0022471425691544603,0,0.007120535087279778
0.012859421556592657,0.004153542505819688,0,0.009108570911699122
0.01765996161967625,0.006473596351601232,0,0.011337387954241298
0.016138284618616897,0.005412070669976229,0,0.010997615444232941
0.014449378390679675,0.004618194358080755,0,0.01011312825907812
0.011123079169294392,0.0034109295742816743,0,0.0080127109888222
0.013173166728614828,0.004698337647146965,0,0.00875156171366577
0.01240692927879622,0.004148980984144367,0,0.00857093489105002
0.012415238453216043,0.004301741808555561,0,0.00847289596749564
0.015078696664857241,0.005438368490498419,0,0.009750195881026512
0.012818682745622818,0.004104392381974971,0,0.008909915425393954
0.014279179624663345,0.005093981827777795,0,0.00940115628098203
0.012905267300540826,0.004600564616218321,0,0.008419138592915189
0.01160703791288413,0.0038394338095231115,0,0.007890338527410312
0.012175668086611552,0.003740706248573436,0,0.008654549325024248
0.00975317470667076,0.0028506812846140622,0,0.0071352609810961636
0.009866687038289336,0.0030426834208054088,0,0.0070486361801912825
0.011900319902582099,0.0038047569426724256,0,0.008290834880071325
0.012045462320038038,0.0034452184842549277,0,0.008914522023835303
0.013748541172141422,0.003812458891732158,0,0.010135719262150561
0.011546709752328958,0.0026008127537925224,0,0.009157615820658624
0.011625155065635218,0.003028015344234962,0,0.008776630330099938
0.010868640957367864,0.0032833820325984878,0,0.007702410363550998
0.0116752596604646,0.003563119248939796,0,0.008221204047012579
0.013471845226547825,0.004352302883353094,0,0.009214076001156842
0.011390687490716235,0.003204938812301092,0,0.008379448968417524
0.01235717523796006,0.0034993445513652813,0,0.008973721075853005
0.013262647396428663,0.003814563678405644,0,0.009556926991284433
0.013024655895614079,0.003360558063914401,0,0.00989080099623303
0.01508997921800194,0.0044131582232658645,0,0.010724279061133022
0.012222970362232091,0.0031612713383373375,0,0.00919850649549108
0.01465752633274807,0.004149050704169141,0,0.010519730796997202
0.014199534940466343,0.0036313529124760713,0,0.01072721309669114
0.014923236991752124,0.00433069222610212,0,0.010672475683349242
0.016139784218033,0.005428717949627758,0,0.010764231417552386
0.014566803190037544,0.004544009139325497,0,0.01026680733275102
0.014210772548055355,0.004136935609581685,0,0.01013875602540771
0.011853010884029243,0.003038037867761627,0,0.008961320318591516
0.010761127020027975,0.0027366825124449726,0,0.008220011060466999
0.015389429496973257,0.005216414495596039,0,0.01020874737095579
0.01318509543205882,0.0042847343370495325,0,0.009089987031307442
0.014486565467993186,0.004722998426510978,0,0.009920851305514409
0.014091713351705691,0.0038710825304273805,0,0.010310397590692742
0.01368777982611314,0.003924936455102827,0,0.009927499687671825
0.013837441362715822,0.0042981645757340994,0,0.009659647634552355
0.011740020118630026,0.003693589577135205,0,0.0081898662160882
0.011586354150811294,0.003902870268336675,0,0.007729646231530874
0.010105781156171882,0.003172358117888345,0,0.007038725203547862
0.008249783616804118,0.0017192000433697077,0,0.006823734447624054
0.011651829268010783,0.0029146531891797098,0,0.008774545651025478
0.011847865651339787,0.0029682806300053016,0,0.009033742555199403
0.01430523162459181,0.0042493359765733985,0,0.010158878667527588
0.012672402715842843,0.003694069154578275,0,0.009108828580316385
0.012047424352358636,0.003746158522283133,0,0.008393961762396526
0.012859525169288712,0.0044501943827513005,0,0.00848998994102252
0.01310221578874024,0.003975936988274191,0,0.009173109684233086
0.01373517257499475,0.00428912092156053,0,0.00952375296727442
0.013847260189064167,0.0044309928651956945,0,0.009531828632125004
0.012884272842860929,0.0040324946053698005,0,0.009025406156308695
0.01332297532845559,0.004282709004000622,0,0.009160063538298124
0.012774074224410653,0.004128487383939061,0,0.008687710737300378
0.013785781349658861,0.004607100513936861,0,0.009297693656354203
0.01423251674375759,0.004398151739342299,0,0.009949343443084496
0.01273635147849024,0.003768559826803304,0,0.009092583922989457
0.013574103199034772,0.004296890893122296,0,0.009324765829163618
0.011637615539495612,0.0034092898765578153,0,0.008304712227786691
0.011966942681335607,0.0035797156995544047,0,0.008461198046516304
0.011447237359660134,0.0032587005696924423,0,0.008261802211749405
0.011128463875362496,0.0030843867307453823,0,0.008263215743304537
0.013917536442259272,0.004169483313115695,0,0.009816424398116856
0.012641872226020444,0.0034762480271609553,0,0.009392088347351828
0.014474465493374514,0.0045773576679256425,0,0.009973338126603658
0.013505280332182866,0.0042782955937485795,0,0.009293369292919906
0.012164636988546848,0.003705543511916806,0,0.008562232166890168
0.012455845047633585,0.0036458503515719026,0,0.008880954538561168
0.011279712155624066,0.0028006056657247647,0,0.008600966411212017
0.013453472980287456,0.003412317300223053,0,0.010106544500037888
0.012936105609943946,0.0027348992845692005,0,0.01031975390718205
0.011999219822817625,0.002466696708669988,0,0.009695708072024516
0.012595123298520916,0.003322214473005271,0,0.009318124574098786
0.011119503986242965,0.003271962656773174,0,0.007955461015079296
0.012639019776169824,0.004365007345134231,0,0.008384812876908752
0.011126360791764628,0.003410325112822979,0,0.007788710127405736
0.010571098255349964,0.0026570021714909034,0,0.007982386212086842
0.010486109989819983,0.0021690052183178446,0,0.008413886550658563
0.010487820805455322,0.0020889604582828777,0,0.008490220409639915
0.011328122001954377,0.002568942107492235,0,0.008803768138378517
0.010354549672994776,0.0021812926768862567,0,0.008263191336507436
0.008764429511479654,0.0015161717722436338,0,0.007454408156123811
0.01100359103176049,0.0026165099035940775,0,0.008444271743736576
0.009676883635039213,0.0016231282901498015,0,0.008091886773876115
0.011574958338401428,0.002239831208430805,0,0.009414105590953913
0.010164655638444944,0.0016381166619814924,0,0.008639652715762822
0.009097598977379912,0.0016391850565093471,0,0.007514387037808504
0.0092422800749416,0.0025314554611650317,0,0.006849064564724682
0.009523170530571418,0.002637058581593542,0,0.00695505973950266
0.009442292018693135,0.0023428386462881895,0,0.007204424913207164
0.008240732859513836,0.001526081954983896,0,0.006861488119317586
0.0061646828737380865,0.0003375137288667493,0,0.0060501367463839
0.009800328148228066,0.0018387346359787435,0,0.008028185359456392
0.007681419751118468,0.0005055782310591228,0,0.007297012844208056
0.009713190236828012,0.0013430881522733043,0,0.008504680806662904
0.008873315120345851,0.000615390985243415,0,0.008319684314453093
0.007839597058840228,0.0002549655014538882,0,0.007659420236277983
0.007665860280146,0.0005039662307361956,0,0.007207601776159082
0.006004990009621444,0.000023227209040230234,0,0.006029908829379559
0.006221813757120012,0.0004317937521384485,0,0.005834345196008707
0.005992042598553057,0.000369078301245343,0,0.005688417846504992
0.0053288309917322585,0,0,0.005816510382468321
0.007326994687958402,0.00024258181155009662,0,0.007124110358998504
0.006999710780134671,0,0,0.007081636917647481
0.008359583446407637,0.0006231113222353452,0,0.00781411076328727
0.006804231869136104,0.000020677298365759378,0,0.006856004723917362
0.005234357431973813,0,0,0.005976802535387512
0.005808205616811918,0,0,0.006542790209963369
0.0053907212626874285,0,0,0.006702987170271686
0.007131993679468873,0,0,0.007198281387219372
0.004839264639717969,0,0,0.005781522410224928
0.004902634220434465,0,0,0.00572898892465171
0.00725993350179531,0.00040138938961281623,0,0.006924512655762036
0.006533960003680478,0,0,0.006680418347741204
0.0058508903291235315,0,0,0.00666181177529758
0.005000346741653797,0,0,0.006643560722585377
0.0037268565271726395,0,0,0.005546824696118339
0.003559852189702492,0,0,0.00518179519965738
0.0028578237463331158,0,0,0.005040203632047234
0.004474933671518369,0,0,0.006238544052063401
0.004694387626168375,0,0,0.0069642888679027695
0.00539945986395092,0,0,0.00750694434265569
0.00677553829094911,0,0,0.007954957248856157
0.004678404129029229,0,0,0.006579430348538393
0.004228757300010516,0,0,0.0061533759867255615
0.0017823071255378548,0,0,0.005016616870047952
0.0029028993547509235,0,0,0.005755329079511536
0.0034913487615916283,0,0,0.006223709466271599
0.0017293053781214651,0,0,0.004694622072018921
0.003107234245934773,0,0,0.005601706368806893
0.0018296955128117715,0,0,0.005246222445844807
0.00003371286729601797,0,0,0.004276971734061948
0.00027565723311628876,0,0,0.004197657821296039
0,0,0,0.003736232012056487
0.0007390642249338053,0,0,0.004851346852860414
0.00047539421949677196,0,0,0.004999060601971465
0.001218670124635779,0,0,0.005430192539628058
0.002123328386406345,0,0,0.005658011356935465
0.0016478458723945266,0,0,0.005274987332587439
0.0019840455216180164,0,0,0.005390985235379661
0.0006639028391169643,0,0,0.0048199661965800875
0,0,0,0.0046651755815995954
0.0018535257141778227,0,0,0.005680733232038382
0.002744147605558661,0,0,0.006028910599832578
0.0025078161233623164,0,0,0.005739566437185331
0.0008745212006538716,0,0,0.004650945543124674
0,0,0,0.0033330321257622753
0,0,0,0.0032888936514556336
0,0,0,0.0034194978233653625
0,0,0,0.004667654152462224
0.0005061713945318513,0,0,0.005284907760785468
0.0007813484511688118,0,0,0.005506886133749833
0.0014877317354242137,0,0,0.005820700713170181
0.001263682637419522,0,0,0.0054847537251883904
0.002665238309395107,0,0,0.006168646672035358
0.0003133674883774862,0,0,0.005161027932329032
0,0,0,0.004198185122785643
0,0,0,0.003308981912825873
0,0,0,0.003323381958005356
0,0,0,0.0037110699926969914
0,0,0,0.00434523680212312
0,0,0,0.004027159921996926
0,0,0,0.004970080143377624
0,0,0,0.00441447690705072
0,0,0,0.004971219671619551
0,0,0,0.0033357219163263688
0,0,0,0.003020192268136379
0,0,0,0.0034409158976794474
0,0,0,0.0029614683378543574
0,0,0,0.002813224446403563
0,0,0,0.002077820863246413
0,0,0,0.0016493010760295357
0,0,0,0.0021739380077917536
0,0,0,0.0020471419808192823
0,0,0,0.0027048754729358387
0,0,0,0.002279961895546738
0,0,0,0.0011209870076385187
0,0,0,0.0010070259379284865
0,0,0,0
0,0,0,0.00020839023311128996
0,0,0,0.00010596098700653422
0,0,0,0.0006965156932199901
0,0,0,0.0017184570627211473
0,0,0,0.0010641942315071304
0,0,0,0.0012798068772304147
0,0,0,0.0012944132358607072
0,0,0,0.0020583704733377894
0,0,0,0.002370098195496148
0,0,0,0.0016387795355923343
0,0,0,0.002040367138911481
0,0,0,0.0015701563914855554
0,0,0,0.001447309209963256
0,0,0,0.0014912592370315211
0,0,0,0.001079385811625963
0,0,0,0.0009677752417494301
0,0,0,0.000049549868586219736
0,0,0,0
0,0,0,0.0003572000040766715
0,0,0,0.00008479919448352302
0.0012978355902703298,0.0008740766094988695,0,0.0005313523756252034
0.00043148602998685504,0.0008220717579033865,0,0
0,0.0006880403968831938,0,0
0.0022852003308473645,0.002108782700250833,0,0.0003722637232300846
0.0015736633435197156,0.0017794817154758447,0,0.00011001303908364513
0.0031844917479139645,0.0025094199740262058,0,0.000958742875570115
0.003154289057536175,0.002855432363410182,0,0.0006742834493516925
0.0032380369222799466,0.003076249332232439,0,0.0004995815149201888
0.0035739977805227807,0.0034264136797156064,0,0.0006355995800613051
0.002141317195207715,0.0028837028164898637,0,0
0.003329059149064617,0.0034923281603528034,0,0.00048460818166701225
0.002260911459557091,0.003121323764088385,0,0
0.0009262124446914322,0.002842088892727357,0,0
0.0015244162617339962,0.0032787287895983674,0,0
0.0015341015723333018,0.003394525592547021,0,0
0.0014990114979578084,0.0036487153259487093,0,0
0.0010639815711653566,0.0037206785588817237,0,0
0,0.00319491508277861,0,0
0.0012370871482764167,0.0037569355708323704,0,0
0.001140747477593157,0.0037528581796803795,0,0
0.0017036945505143897,0.0040653075625723956,0,0
0.00036059577294728085,0.00363083988487764,0,0
0,0.003311306804815589,0,0
0.0007473289955353957,0.00401802388705122,0,0
0,0.0038751120468789313,0,0
0.00024530782474727064,0.004291254677330547,0,0
0,0.00391328893859344,0,0
0,0.004027112178487446,0,0
0,0.004145244996239084,0,0
0,0.003881605905958485,0,0
0,0.004139145460847066,0,0
0,0.004329523781977457,0,0
0,0.0038756003779828185,0,0
0,0.004715033814967073,0,0.00005783210358019375
0,0.004130407238167211,0,0
0,0.004639028778479604,0,0.00017242803593056633
0,0.004274691647404544,0,0
0,0.003921176895589018,0,0
0,0.004271901577350773,0,0
0,0.004209400782969247,0,0
0,0.0045926056235184864,0,0
0,0.004307250833744614,0,0
0,0.00364981137692838,0,0
0,0.004318315461406624,0,0
0,0.0037736037534340516,0,0
0,0.004227089616938268,0,0
0,0.004109165174821877,0,0
0,0.0038040266168840875,0,0
0,0.004265131399742744,0,0
0,0.003623424180068141,0,0
0,0.004217593707735723,0,0
0,0.00369317977440492,0,0
0,0.003724411728025262,0,0
0,0.004086767892181403,0,0
0,0.003994398106970859,0,0
0,0.004478421910648511,0,0
0,0.003968736609771539,0,0
0,0.0037892303698440766,0,0
0,0.003947804855998466,0,0
