Intensity,R,G,B
0.11645493800021697,0.11152704910183497,0,0.007476234689880455
0.11280715143906797,0.10954892976011649,0,0.0059393993778283
0.11168431713728155,0.10846788509251407,0,0.006180650329050429
0.1127297693076478,0.10885534575423925,0,0.006880109444787164
0.1137465755353291,0.10879471638364391,0,0.00759950548050799
0.11150249613040983,0.10726691386091358,0,0.006963930223605055
0.11059627903004626,0.10671993556316314,0,0.006986664150820545
0.11198721348303334,0.1071910214509117,0,0.007716910099796902
0.11197640209087731,0.10734805830169283,0,0.007987022165329163
0.11495135896770747,0.1087618589851293,0,0.009171489843713906
0.11548711199676648,0.10915825137034577,0,0.00895955206882943
0.11396047226274206,0.10843660617824924,0,0.008535182504949205
0.1151719318300587,0.10863203385508355,0,0.0093580407554553
0.11401690032153744,0.10847003916656417,0,0.008200605795895155
0.11320579415679236,0.1085608758666774,0,0.0074815425817048135
0.11420524640997382,0.10969491791255975,0,0.007637942330667261
0.11444127310749391,0.1108774790783153,0,0.007238426664441843
0.11849262599450902,0.11286418037764917,0,0.008138115191551639
0.1185096028853116,0.11312172459055947,0,0.007972371381033494
0.11805390440885988,0.11278614978531809,0,0.00786226099568822
0.11566164789040859,0.11056026478134162,0,0.00750640889708188
0.11456986509005809,0.109845620159125,0,0.007356737414835703
0.11463782310744111,0.10993211221435734,0,0.0072604599981631514
0.11494965179318087,0.11055775572227541,0,0.007170141908303448
0.11720483347279576,0.111799890156217,0,0.008040668958936799
0.12172166670266252,0.11423179851663992,0,0.009492529184565352
0.12051773609019306,0.11395775635536365,0,0.009324143446259838
0.12012700548709157,0.11288878883773937,0,0.009691023970686847
0.12014369028444455,0.11307401942110543,0,0.009461598873139585
0.11955717773124483,0.11314567485816146,0,0.009095688083796476
0.12243404503272845,0.11465659595191205,0,0.009814057466246712
0.12292520523032688,0.11473516190078234,0,0.01010621933430994
0.12109426269000376,0.11349713972768194,0,0.010012143927382172
0.1207165087019858,0.11440430682241859,0,0.009318924803448524
0.12349038388353281,0.11569088867374869,0,0.010036892068107673
0.12321021439650207,0.11517708701384952,0,0.010095781069209274
0.11833497976105872,0.1121647568434094,0,0.009301868568025092
0.12018979367212781,0.11224726570228838,0,0.010075651285220111
0.11958819664835232,0.11201835370695845,0,0.009811497479419545
0.12091819455435732,0.11286295516201414,0,0.010115621703098522
0.12104304891128892,0.11359711531925093,0,0.009801175667120224
0.11967834180443093,0.11258086671182793,0,0.009562104745282693
0.1203250016169547,0.11224999223295415,0,0.010052802010979276
0.1171369010853093,0.10993693085210429,0,0.009203807376130767
0.11489133130197257,0.10759872509164342,0,0.00922153549750948
0.11376815383920316,0.10620887118817043,0,0.009486379913910185
0.11387334024336324,0.10621785707045125,0,0.009727469956231824
0.11460875923758512,0.10665952597220876,0,0.009649295006757543
0.11575768116129653,0.10659461297249259,0,0.010417872893997246
0.1133042079998273,0.1041687846473284,0,0.010446774762715574
0.11179470766380661,0.10214020285934283,0,0.010388986656389456
0.10939581052200598,0.10022082123960538,0,0.010179558693848768
0.10988411234954665,0.0995570903515863,0,0.011069920961481829
0.10605967517484893,0.09835715399200437,0,0.008778069724011793
0.10673279813229344,0.09857934648854974,0,0.008590609096910473
0.10711054005006515,0.09785202174846869,0.00022509133677411247,0.009033426964822431
0.10287454310833394,0.09482460058035447,0,0.008173237638491891
0.10289269683100483,0.09293836500521688,0.0009539905226312493,0.009000341303156675
0.10208048728574659,0.0907830304497898,0.0015023376551344773,0.009795119180822388
0.10038649535592242,0.08880471355809738,0.0017644077491758214,0.009817374048649274
0.09744535766459034,0.08587749711396897,0.0021284040239314132,0.009439456526689935
0.09447302298961702,0.08295487686642544,0.0025278614794484898,0.00899028464374313
0.09344465627742155,0.0807839429100023,0.003297944902103973,0.009362768465315264
0.09356099561812942,0.08010591495044123,0.0036317747168502232,0.009823305950837911
0.09107037278129104,0.07739447790187964,0.004169942810460861,0.009505952068950583
0.08971325877290753,0.0756156711265879,0.004560639386060002,0.009536948260259593
0.08832784611558325,0.07371949300845726,0.005022740045182019,0.009585613061943951
0.08635626856115997,0.07136777619600959,0.005904440664008361,0.009084051701142085
0.08650772199468992,0.06978054034180409,0.006797926380960701,0.00992925527192502
0.08498604417688543,0.06748811245105296,0.007405345281246994,0.010092586444585444
0.08317605446424664,0.06566072104491955,0.007569481143980469,0.009945852275346561
0.08242188590586252,0.06394073993478822,0.008320973626357414,0.01016017234471684
0.08216939905597437,0.06294019613705615,0.009076571536378692,0.010152631382539506
0.07999501998070674,0.06082541670567787,0.009690431053817065,0.00947917222121185
0.07629883296322765,0.05727271286548402,0.01041782865977546,0.008608291437968079
0.07604863593547262,0.05574823527368217,0.0111660641172947,0.00913433654449575
0.07571888120947706,0.05448969060940706,0.011687534051635352,0.009541656548434606
0.07523897750752728,0.0523064778828381,0.012349053199579954,0.010583446425109257
0.07582362197971504,0.05113238806837872,0.013245075050495003,0.01144615886084126
0.07388972888387646,0.049009258288520374,0.013777394955839786,0.011103075639516229
0.0689603605398072,0.04507986773490835,0.014722304554820546,0.00915818825007833
0.06761773286270328,0.043220297210465386,0.015309640608627302,0.009087795043610607
0.06777882814137631,0.04180422558307234,0.016392557963004355,0.009582044595299693
0.06536127331657104,0.03940128334353399,0.01669858813775344,0.009261401835283654
0.06420055538821245,0.03719071267933155,0.01742842728307234,0.00958141542580863
0.06442554652611804,0.035680592946465306,0.01829283098923331,0.010452122590419471
0.06232066646192269,0.03345399455590958,0.018919242543170522,0.009947429362842652
0.059726833985300376,0.03132392331420325,0.020359614415347206,0.008043296255749899
0.059682384628363894,0.03000207922529935,0.02136893811291348,0.008311367290150966
0.056162471394250624,0.027052207370103942,0.021592210831483678,0.007518053192663091
0.05554435869638297,0.02517900393443573,0.022202463461902147,0.008162891300045109
0.05567461920844913,0.02337750573285613,0.022998368120899296,0.009298745354693744
0.056021522493301834,0.022004949330332313,0.023897654138438317,0.0101189190245312
0.053698827463966314,0.020624242868089282,0.02459650383786293,0.008478080758014064
0.05157904598003443,0.019208763505003668,0.02505383608310368,0.0073164463919271686
0.053344303566418616,0.01918406856225463,0.02580044895804933,0.008359786046114676
0.05249244874781045,0.01784122044997849,0.026226320836183863,0.008424907461648128
0.05073796684355536,0.015744629772758978,0.026685657479965767,0.008307679590830619
0.05008132969235851,0.014313413021093069,0.027269544628159392,0.008498372043106106
0.04766624067120662,0.012541246253560956,0.027252044065689044,0.007872950351956665
0.045466978963390414,0.009691138294918467,0.028188991149947953,0.007586849518524001
0.044908831909044045,0.008304779358523251,0.02868584277949441,0.007918209771026412
0.04528131838077398,0.007592779902733382,0.02913171593886066,0.008556822539179918
0.04387350998843692,0.006471769512320424,0.028900216816503923,0.008501523659612542
0.04357217097587429,0.0055090794959521405,0.029174727230884302,0.008888364249037758
0.04369745082942217,0.004408497540899836,0.02981241286006018,0.009476540428462181
0.04187726905378586,0.002873811334434706,0.02970446901340527,0.009298988705945931
0.040005432534737206,0.00028450715247863023,0.029983467222555127,0.00973745815970346
0.039353639579857935,0,0.030297617730922162,0.009943596175271595
0.03821024976675291,0,0.030241300653547666,0.010064354680236514
0.03863248623639637,0,0.030178013983092708,0.01088439344936486
0.037365101783620014,0,0.0299387276767467,0.010908359724005359
0.03626006533014087,0,0.030036937820821067,0.010764838210783011
0.03621267410599616,0,0.03003774458423005,0.01162315204235586
0.034387250804870206,0,0.029771359413164583,0.011437926190295836
0.03350894112195241,0,0.02966125903402966,0.011486854300936843
0.0318808012887527,0,0.02940087559201819,0.011332036259284382
0.03148866690570706,0,0.029626345978017932,0.01207292244171879
0.030632534059055805,0,0.029337628134820853,0.012269020209867105
0.02984147056328379,0,0.029161613258826234,0.012693268239060227
0.02942722561518002,0,0.028456133485920757,0.0158163949157252
0.027615102953934212,0,0.027961699744158245,0.01547161023029044
0.02713502437197085,0,0.028173524499961168,0.015354256637040934
0.028075219191841916,0,0.02823051253119415,0.01563993169138159
